,iso2,year,sex,age,cases
1640,PY,2008,m,45 - 54,138
1641,QA,2008,m,45 - 54,18
1642,RO,2005,m,45 - 54,1999
1643,RO,2006,m,45 - 54,1738
1644,RO,2008,m,45 - 54,1713
1645,RS,2005,m,45 - 54,156
1646,RS,2006,m,45 - 54,167
1647,RS,2007,m,45 - 54,163
1648,RS,2008,m,45 - 54,131
1649,RU,2008,m,45 - 54,6300
1650,SB,2008,m,45 - 54,10
1651,SC,2008,m,45 - 54,1
1652,SD,2008,m,45 - 54,903
1653,SE,2005,m,45 - 54,10
1654,SE,2006,m,45 - 54,5
1655,SE,2007,m,45 - 54,5
1656,SE,2008,m,45 - 54,5
1657,SG,2008,m,45 - 54,106
1658,SI,2005,m,45 - 54,15
1659,SI,2006,m,45 - 54,12
1660,SI,2007,m,45 - 54,14
1661,SI,2008,m,45 - 54,17
1662,SK,2005,m,45 - 54,25
1663,SK,2006,m,45 - 54,27
1664,SK,2007,m,45 - 54,51
1665,SK,2008,m,45 - 54,46
1666,SN,2008,m,45 - 54,593
1667,SV,2008,m,45 - 54,67
1668,SZ,2008,m,45 - 54,193
1669,TJ,2005,m,45 - 54,104
1670,TJ,2008,m,45 - 54,113
1671,TM,2005,m,45 - 54,97
1672,TM,2007,m,45 - 54,137
1673,TO,2008,m,45 - 54,2
1674,TR,2005,m,45 - 54,963
1675,TR,2006,m,45 - 54,1045
1676,TR,2007,m,45 - 54,978
1677,TR,2008,m,45 - 54,947
1678,TT,2008,m,45 - 54,34
1679,TV,2008,m,45 - 54,1
1680,UA,2007,m,45 - 54,5024
1681,UG,2008,m,45 - 54,1981
1682,US,2008,m,45 - 54,725
1683,UY,2008,m,45 - 54,45
1684,UZ,2007,m,45 - 54,583
1685,VE,2008,m,45 - 54,389
1686,ZA,2008,m,45 - 54,12724
1687,AD,2005,m,55 - 64,0
1688,AD,2006,m,55 - 64,1
1689,AD,2008,m,55 - 64,0
1690,AE,2008,m,55 - 64,3
1691,AL,2005,m,55 - 64,20
1692,AL,2006,m,55 - 64,19
1693,AL,2007,m,55 - 64,16
1694,AM,2005,m,55 - 64,30
1695,AM,2006,m,55 - 64,38
1696,AM,2007,m,55 - 64,29
1697,AM,2008,m,55 - 64,37
1698,AR,2008,m,55 - 64,364
1699,AT,2005,m,55 - 64,24
1700,AT,2006,m,55 - 64,19
1701,AZ,2005,m,55 - 64,187
1702,AZ,2006,m,55 - 64,78
1703,BA,2005,m,55 - 64,44
1704,BA,2006,m,55 - 64,42
1705,BA,2007,m,55 - 64,0
1706,BA,2008,m,55 - 64,49
1707,BB,2008,m,55 - 64,0
1708,BE,2005,m,55 - 64,15
1709,BE,2006,m,55 - 64,27
1710,BE,2008,m,55 - 64,24
1711,BG,2005,m,55 - 64,150
1712,BG,2008,m,55 - 64,127
1713,BH,2008,m,55 - 64,2
1714,BN,2008,m,55 - 64,6
1715,BR,2008,m,55 - 64,2650
1716,BS,2008,m,55 - 64,2
1717,BW,2008,m,55 - 64,113
1718,BZ,2008,m,55 - 64,5
1719,CA,2008,m,55 - 64,38
1720,CH,2005,m,55 - 64,2
1721,CH,2006,m,55 - 64,7
1722,CH,2007,m,55 - 64,5
1723,CH,2008,m,55 - 64,3
1724,CM,2008,m,55 - 64,526
1725,CY,2005,m,55 - 64,0
1726,CY,2006,m,55 - 64,1
1727,CY,2007,m,55 - 64,0
1728,CY,2008,m,55 - 64,0
1729,CZ,2005,m,55 - 64,45
1730,CZ,2006,m,55 - 64,38
1731,CZ,2007,m,55 - 64,39
1732,CZ,2008,m,55 - 64,36
1733,DE,2005,m,55 - 64,92
1734,DE,2006,m,55 - 64,103
1735,DE,2007,m,55 - 64,184
1736,DE,2008,m,55 - 64,96
1737,DK,2005,m,55 - 64,9
1738,DK,2006,m,55 - 64,10
1739,DK,2007,m,55 - 64,16
1740,DK,2008,m,55 - 64,10
1741,DM,2008,m,55 - 64,0
1742,DO,2008,m,55 - 64,122
1743,EE,2005,m,55 - 64,12
1744,EE,2006,m,55 - 64,12
1745,EE,2007,m,55 - 64,21
1746,EE,2008,m,55 - 64,12
1747,EG,2008,m,55 - 64,431
1748,ES,2005,m,55 - 64,140
1749,ES,2006,m,55 - 64,105
1750,ES,2007,m,55 - 64,128
1751,ES,2008,m,55 - 64,157
1752,FI,2005,m,55 - 64,11
1753,FI,2006,m,55 - 64,6
1754,FI,2007,m,55 - 64,7
1755,FI,2008,m,55 - 64,11
1756,FM,2008,m,55 - 64,1
1757,FR,2005,m,55 - 64,134
1758,FR,2006,m,55 - 64,153
1759,FR,2007,m,55 - 64,156
1760,FR,2008,m,55 - 64,110
1761,GB,2005,m,55 - 64,95
1762,GB,2006,m,55 - 64,88
1763,GB,2007,m,55 - 64,97
1764,GB,2008,m,55 - 64,61
1765,GE,2006,m,55 - 64,86
1766,GE,2007,m,55 - 64,96
1767,GE,2008,m,55 - 64,427
1768,GM,2008,m,55 - 64,87
1769,GR,2005,m,55 - 64,12
1770,GR,2006,m,55 - 64,22
1771,GR,2007,m,55 - 64,15
1772,GR,2008,m,55 - 64,6
1773,GT,2008,m,55 - 64,124
1774,GU,2008,m,55 - 64,3
1775,GY,2008,m,55 - 64,22
1776,HK,2008,m,55 - 64,208
1777,HN,2008,m,55 - 64,103
1778,HR,2005,m,55 - 64,47
1779,HR,2006,m,55 - 64,30
1780,HR,2008,m,55 - 64,32
1781,HT,2008,m,55 - 64,242
1782,HU,2005,m,55 - 64,67
1783,HU,2006,m,55 - 64,54
1784,HU,2007,m,55 - 64,50
1785,HU,2008,m,55 - 64,72
1786,ID,2008,m,55 - 64,14907
1787,IE,2005,m,55 - 64,7
1788,IE,2006,m,55 - 64,16
1789,IE,2007,m,55 - 64,26
1790,IE,2008,m,55 - 64,10
1791,IL,2005,m,55 - 64,5
1792,IL,2006,m,55 - 64,6
1793,IL,2007,m,55 - 64,10
1794,IL,2008,m,55 - 64,15
1795,IQ,2008,m,55 - 64,224
1796,IR,2008,m,55 - 64,267
1797,IS,2005,m,55 - 64,0
1798,IS,2006,m,55 - 64,0
1799,IS,2007,m,55 - 64,0
1800,IS,2008,m,55 - 64,0
1801,IT,2005,m,55 - 64,61
1802,IT,2006,m,55 - 64,75
1803,IT,2007,m,55 - 64,48
1804,IT,2008,m,55 - 64,42
1805,JM,2008,m,55 - 64,11
1806,JO,2008,m,55 - 64,13
1807,JP,2008,m,55 - 64,1063
1808,KE,2008,m,55 - 64,1025
1809,KG,2005,m,55 - 64,66
1810,KI,2008,m,55 - 64,2
1811,KM,2008,m,55 - 64,5
1812,KN,2008,m,55 - 64,0
1813,KP,2008,m,55 - 64,2704
1814,KR,2008,m,55 - 64,958
1815,KW,2008,m,55 - 64,11
1816,KZ,2005,m,55 - 64,274
1817,KZ,2007,m,55 - 64,279
1818,KZ,2008,m,55 - 64,306
1819,LB,2008,m,55 - 64,14
1820,LC,2008,m,55 - 64,2
1821,LR,2008,m,55 - 64,169
1822,LS,2008,m,55 - 64,242
1823,LT,2005,m,55 - 64,108
1824,LT,2006,m,55 - 64,107
1825,LT,2007,m,55 - 64,109
1826,LT,2008,m,55 - 64,104
1827,LU,2005,m,55 - 64,1
1828,LU,2006,m,55 - 64,2
1829,LU,2007,m,55 - 64,0
1830,LU,2008,m,55 - 64,0
1831,LV,2005,m,55 - 64,55
1832,LV,2006,m,55 - 64,51
1833,LV,2008,m,55 - 64,47
1834,LY,2008,m,55 - 64,24
1835,MA,2008,m,55 - 64,633
1836,MD,2005,m,55 - 64,106
1837,MD,2007,m,55 - 64,107
1838,MD,2008,m,55 - 64,105
1839,ME,2005,m,55 - 64,4
1840,ME,2007,m,55 - 64,1
1841,ME,2008,m,55 - 64,5
1842,MG,2008,m,55 - 64,836
1843,MH,2008,m,55 - 64,0
1844,MK,2005,m,55 - 64,18
1845,MK,2006,m,55 - 64,18
1846,MK,2007,m,55 - 64,21
1847,MK,2008,m,55 - 64,15
1848,ML,2008,m,55 - 64,314
1849,MO,2008,m,55 - 64,19
1850,MP,2008,m,55 - 64,0
1851,MT,2005,m,55 - 64,1
1852,MT,2006,m,55 - 64,0
1853,MT,2007,m,55 - 64,1
1854,MT,2008,m,55 - 64,0
1855,MU,2008,m,55 - 64,7
1856,MX,2008,m,55 - 64,1004
1857,MY,2008,m,55 - 64,1599
1858,NC,2008,m,55 - 64,1
1859,NL,2005,m,55 - 64,14
1860,NL,2006,m,55 - 64,17
1861,NL,2007,m,55 - 64,15
1862,NL,2008,m,55 - 64,18
1863,NO,2005,m,55 - 64,4
1864,NO,2006,m,55 - 64,3
1865,NO,2008,m,55 - 64,4
1866,NR,2008,m,55 - 64,0
1867,NZ,2008,m,55 - 64,10
1868,OM,2008,m,55 - 64,14
1869,PE,2008,m,55 - 64,608
1870,PF,2008,m,55 - 64,2
1871,PL,2005,m,55 - 64,292
1872,PL,2006,m,55 - 64,357
1873,PL,2007,m,55 - 64,344
1874,PL,2008,m,55 - 64,355
1875,PR,2008,m,55 - 64,11
1876,PS,2008,m,55 - 64,2
1877,PT,2005,m,55 - 64,90
1878,PT,2006,m,55 - 64,94
1879,PT,2007,m,55 - 64,82
1880,PT,2008,m,55 - 64,80
1881,PY,2008,m,55 - 64,91
1882,QA,2008,m,55 - 64,10
1883,RO,2005,m,55 - 64,952
1884,RO,2006,m,55 - 64,847
1885,RO,2008,m,55 - 64,977
1886,RS,2005,m,55 - 64,112
1887,RS,2006,m,55 - 64,83
1888,RS,2007,m,55 - 64,94
1889,RS,2008,m,55 - 64,112
1890,RU,2008,m,55 - 64,2687
1891,SB,2008,m,55 - 64,11
1892,SC,2008,m,55 - 64,0
1893,SD,2008,m,55 - 64,610
1894,SE,2005,m,55 - 64,5
1895,SE,2006,m,55 - 64,3
1896,SE,2007,m,55 - 64,3
1897,SE,2008,m,55 - 64,7
1898,SG,2008,m,55 - 64,94
1899,SI,2005,m,55 - 64,11
1900,SI,2006,m,55 - 64,7
1901,SI,2007,m,55 - 64,12
1902,SI,2008,m,55 - 64,12
1903,SK,2005,m,55 - 64,25
1904,SK,2006,m,55 - 64,29
1905,SK,2007,m,55 - 64,15
1906,SK,2008,m,55 - 64,10
1907,SN,2008,m,55 - 64,351
1908,SV,2008,m,55 - 64,79
1909,SZ,2008,m,55 - 64,80
1910,TJ,2005,m,55 - 64,54
1911,TJ,2008,m,55 - 64,52
1912,TM,2005,m,55 - 64,51
1913,TM,2007,m,55 - 64,56
1914,TO,2008,m,55 - 64,1
1915,TR,2005,m,55 - 64,534
1916,TR,2006,m,55 - 64,575
1917,TR,2007,m,55 - 64,571
1918,TR,2008,m,55 - 64,607
1919,TT,2008,m,55 - 64,29
1920,TV,2008,m,55 - 64,0
1921,UA,2007,m,55 - 64,2130
1922,UG,2008,m,55 - 64,875
1923,US,2008,m,55 - 64,526
1924,UY,2008,m,55 - 64,28
1925,UZ,2007,m,55 - 64,282
1926,VE,2008,m,55 - 64,271
1927,ZA,2008,m,55 - 64,5169
1928,AD,2005,m,65+,0
1929,AD,2006,m,65+,1
1930,AD,2008,m,65+,0
1931,AE,2008,m,65+,6
1932,AL,2005,m,65+,37
1933,AL,2006,m,65+,20
1934,AL,2007,m,65+,19
1935,AM,2005,m,65+,24
1936,AM,2006,m,65+,17
1937,AM,2007,m,65+,20
1938,AM,2008,m,65+,15
1939,AR,2008,m,65+,295
1940,AT,2005,m,65+,30
1941,AT,2006,m,65+,19
1942,AZ,2005,m,65+,88
1943,AZ,2006,m,65+,30
1944,BA,2005,m,65+,80
1945,BA,2006,m,65+,66
1946,BA,2007,m,65+,0
1947,BA,2008,m,65+,79
1948,BB,2008,m,65+,0
1949,BE,2005,m,65+,47
1950,BE,2006,m,65+,42
1951,BE,2008,m,65+,41
1952,BG,2005,m,65+,136
1953,BG,2008,m,65+,68
1954,BH,2008,m,65+,3
1955,BN,2008,m,65+,23
1956,BR,2008,m,65+,1905
1957,BS,2008,m,65+,0
1958,BW,2008,m,65+,85
1959,BZ,2008,m,65+,8
1960,CA,2008,m,65+,62
1961,CH,2005,m,65+,7
1962,CH,2006,m,65+,12
1963,CH,2007,m,65+,11
1964,CH,2008,m,65+,4
1965,CM,2008,m,65+,281
1966,CY,2005,m,65+,1
1967,CY,2006,m,65+,0
1968,CY,2007,m,65+,0
1969,CY,2008,m,65+,0
1970,CZ,2005,m,65+,46
1971,CZ,2006,m,65+,25
1972,CZ,2007,m,65+,29
1973,CZ,2008,m,65+,32
1974,DE,2005,m,65+,167
1975,DE,2006,m,65+,199
1976,DE,2007,m,65+,362
1977,DE,2008,m,65+,148
1978,DK,2005,m,65+,7
1979,DK,2006,m,65+,8
1980,DK,2007,m,65+,6
1981,DK,2008,m,65+,8
1982,DM,2008,m,65+,0
1983,DO,2008,m,65+,105
1984,EE,2005,m,65+,7
1985,EE,2006,m,65+,7
1986,EE,2007,m,65+,12
1987,EE,2008,m,65+,13
1988,EG,2008,m,65+,242
1989,ES,2005,m,65+,230
1990,ES,2006,m,65+,175
1991,ES,2007,m,65+,191
1992,ES,2008,m,65+,200
1993,FI,2005,m,65+,25
1994,FI,2006,m,65+,20
1995,FI,2007,m,65+,24
1996,FI,2008,m,65+,35
1997,FM,2008,m,65+,0
1998,FR,2005,m,65+,205
1999,FR,2006,m,65+,278
2000,FR,2007,m,65+,273
2001,FR,2008,m,65+,175
2002,GB,2005,m,65+,124
2003,GB,2006,m,65+,191
2004,GB,2007,m,65+,202
2005,GB,2008,m,65+,99
2006,GE,2006,m,65+,72
2007,GE,2007,m,65+,75
2008,GE,2008,m,65+,347
2009,GM,2008,m,65+,34
2010,GR,2005,m,65+,23
2011,GR,2006,m,65+,27
2012,GR,2007,m,65+,54
2013,GR,2008,m,65+,9
2014,GT,2008,m,65+,167
2015,GU,2008,m,65+,4
2016,GY,2008,m,65+,11
2017,HK,2008,m,65+,414
2018,HN,2008,m,65+,174
2019,HR,2005,m,65+,34
2020,HR,2006,m,65+,48
2021,HR,2008,m,65+,47
2022,HT,2008,m,65+,175
2023,HU,2005,m,65+,39
2024,HU,2006,m,65+,33
2025,HU,2007,m,65+,35
2026,HU,2008,m,65+,24
2027,ID,2008,m,65+,6831
2028,IE,2005,m,65+,6
2029,IE,2006,m,65+,13
2030,IE,2007,m,65+,26
2031,IE,2008,m,65+,13
2032,IL,2005,m,65+,14
2033,IL,2006,m,65+,10
2034,IL,2007,m,65+,17
2035,IL,2008,m,65+,25
2036,IQ,2008,m,65+,147
2037,IR,2008,m,65+,706
2038,IS,2005,m,65+,1
2039,IS,2006,m,65+,1
2040,IS,2007,m,65+,0
2041,IS,2008,m,65+,0
2042,IT,2005,m,65+,115
2043,IT,2006,m,65+,152
2044,IT,2007,m,65+,106
2045,IT,2008,m,65+,104
2046,JM,2008,m,65+,5
2047,JO,2008,m,65+,5
2048,JP,2008,m,65+,3482
2049,KE,2008,m,65+,583
2050,KG,2005,m,65+,84
2051,KI,2008,m,65+,5
2052,KM,2008,m,65+,5
2053,KN,2008,m,65+,0
2054,KP,2008,m,65+,948
2055,KR,2008,m,65+,1848
2056,KW,2008,m,65+,9
2057,KZ,2005,m,65+,175
2058,KZ,2007,m,65+,150
2059,KZ,2008,m,65+,160
2060,LB,2008,m,65+,6
2061,LC,2008,m,65+,1
2062,LR,2008,m,65+,98
2063,LS,2008,m,65+,138
2064,LT,2005,m,65+,67
2065,LT,2006,m,65+,74
2066,LT,2007,m,65+,76
2067,LT,2008,m,65+,71
2068,LU,2005,m,65+,2
2069,LU,2006,m,65+,3
2070,LU,2007,m,65+,0
2071,LU,2008,m,65+,0
2072,LV,2005,m,65+,34
2073,LV,2006,m,65+,26
2074,LV,2008,m,65+,27
2075,LY,2008,m,65+,19
2076,MA,2008,m,65+,589
2077,MD,2005,m,65+,31
2078,MD,2007,m,65+,35
2079,MD,2008,m,65+,32
2080,ME,2005,m,65+,8
2081,ME,2007,m,65+,3
2082,ME,2008,m,65+,1
2083,MG,2008,m,65+,465
2084,MH,2008,m,65+,0
2085,MK,2005,m,65+,13
2086,MK,2006,m,65+,7
2087,MK,2007,m,65+,19
2088,MK,2008,m,65+,15
2089,ML,2008,m,65+,250
2090,MO,2008,m,65+,13
2091,MP,2008,m,65+,3
2092,MT,2005,m,65+,0
2093,MT,2006,m,65+,1
2094,MT,2007,m,65+,3
2095,MT,2008,m,65+,0
2096,MU,2008,m,65+,8
2097,MX,2008,m,65+,1213
2098,MY,2008,m,65+,1543
2099,NC,2008,m,65+,2
2100,NL,2005,m,65+,19
2101,NL,2006,m,65+,19
2102,NL,2007,m,65+,15
2103,NL,2008,m,65+,19
2104,NO,2005,m,65+,3
2105,NO,2006,m,65+,1
2106,NO,2008,m,65+,3
2107,NR,2008,m,65+,0
2108,NZ,2008,m,65+,18
2109,OM,2008,m,65+,10
2110,PE,2008,m,65+,921
2111,PF,2008,m,65+,2
2112,PL,2005,m,65+,310
2113,PL,2006,m,65+,285
2114,PL,2007,m,65+,285
2115,PL,2008,m,65+,239
2116,PR,2008,m,65+,6
2117,PS,2008,m,65+,2
2118,PT,2005,m,65+,93
2119,PT,2006,m,65+,108
2120,PT,2007,m,65+,112
2121,PT,2008,m,65+,84
2122,PY,2008,m,65+,90
2123,QA,2008,m,65+,2
2124,RO,2005,m,65+,638
2125,RO,2006,m,65+,580
2126,RO,2008,m,65+,625
2127,RS,2005,m,65+,132
2128,RS,2006,m,65+,144
2129,RS,2007,m,65+,106
2130,RS,2008,m,65+,107
2131,RU,2008,m,65+,1147
2132,SB,2008,m,65+,7
2133,SC,2008,m,65+,2
2134,SD,2008,m,65+,534
2135,SE,2005,m,65+,16
2136,SE,2006,m,65+,16
2137,SE,2007,m,65+,9
2138,SE,2008,m,65+,6
2139,SG,2008,m,65+,127
2140,SI,2005,m,65+,14
2141,SI,2006,m,65+,6
2142,SI,2007,m,65+,9
2143,SI,2008,m,65+,3
2144,SK,2005,m,65+,20
2145,SK,2006,m,65+,17
2146,SK,2007,m,65+,23
2147,SK,2008,m,65+,11
2148,SN,2008,m,65+,228
2149,SV,2008,m,65+,89
2150,SZ,2008,m,65+,35
2151,TJ,2005,m,65+,48
2152,TJ,2008,m,65+,64
2153,TM,2005,m,65+,13
2154,TM,2007,m,65+,23
2155,TO,2008,m,65+,1
2156,TR,2005,m,65+,429
2157,TR,2006,m,65+,473
2158,TR,2007,m,65+,512
2159,TR,2008,m,65+,453
2160,TT,2008,m,65+,14
2161,TV,2008,m,65+,0
2162,UA,2007,m,65+,1090
2163,UG,2008,m,65+,565
2164,US,2008,m,65+,561
2165,UY,2008,m,65+,34
2166,UZ,2007,m,65+,380
2167,VE,2008,m,65+,285
2168,ZA,2008,m,65+,2246
2169,AD,2005,m,unknown,0
2170,AD,2006,m,unknown,0
2171,AD,2008,m,unknown,0
2172,AE,2008,m,unknown,0
2173,AL,2005,m,unknown,0
2174,AL,2006,m,unknown,0
2175,AL,2007,m,unknown,0
2176,AM,2005,m,unknown,0
2177,AM,2006,m,unknown,0
2178,AM,2007,m,unknown,0
2179,AM,2008,m,unknown,0
2180,AR,2008,m,unknown,30
2181,AT,2005,m,unknown,0
2182,AT,2006,m,unknown,0
2183,AZ,2005,m,unknown,0
2184,AZ,2006,m,unknown,0
2185,BA,2005,m,unknown,1
2186,BA,2006,m,unknown,2
2187,BA,2007,m,unknown,0
2188,BA,2008,m,unknown,0
2189,BB,2008,m,unknown,0
2190,BE,2005,m,unknown,0
2191,BE,2006,m,unknown,0
2192,BE,2008,m,unknown,0
2193,BG,2005,m,unknown,0
2194,BG,2008,m,unknown,0
2195,BH,2008,m,unknown,0
2196,BN,2008,m,unknown,0
2197,BR,2008,m,unknown,0
2198,BS,2008,m,unknown,0
2199,BW,2008,m,unknown,0
2200,BZ,2008,m,unknown,0
2201,CA,2008,m,unknown,0
2202,CH,2005,m,unknown,0
2203,CH,2006,m,unknown,0
2204,CH,2007,m,unknown,0
2205,CH,2008,m,unknown,0
2206,CM,2008,m,unknown,0
2207,CY,2005,m,unknown,0
2208,CY,2006,m,unknown,0
2209,CY,2007,m,unknown,0
2210,CY,2008,m,unknown,0
2211,CZ,2005,m,unknown,0
2212,CZ,2006,m,unknown,0
2213,CZ,2007,m,unknown,0
2214,CZ,2008,m,unknown,0
2215,DE,2005,m,unknown,0
2216,DE,2006,m,unknown,0
2217,DE,2007,m,unknown,0
2218,DE,2008,m,unknown,0
2219,DK,2005,m,unknown,0
2220,DK,2006,m,unknown,0
2221,DK,2007,m,unknown,0
2222,DK,2008,m,unknown,0
2223,DM,2008,m,unknown,0
2224,DO,2008,m,unknown,0
2225,EE,2005,m,unknown,0
2226,EE,2006,m,unknown,0
2227,EE,2007,m,unknown,0
2228,EE,2008,m,unknown,0
2229,EG,2008,m,unknown,8
2230,ES,2005,m,unknown,2
2231,ES,2006,m,unknown,2
2232,ES,2007,m,unknown,2
2233,ES,2008,m,unknown,0
2234,FI,2005,m,unknown,0
2235,FI,2006,m,unknown,0
2236,FI,2007,m,unknown,0
2237,FI,2008,m,unknown,0
2238,FM,2008,m,unknown,0
2239,FR,2005,m,unknown,0
2240,FR,2006,m,unknown,0
2241,FR,2007,m,unknown,0
2242,FR,2008,m,unknown,1
2243,GB,2005,m,unknown,0
2244,GB,2006,m,unknown,0
2245,GB,2007,m,unknown,1
2246,GB,2008,m,unknown,0
2247,GE,2006,m,unknown,0
2248,GE,2007,m,unknown,1
2249,GE,2008,m,unknown,0
2250,GM,2008,m,unknown,0
2251,GR,2005,m,unknown,5
2252,GR,2006,m,unknown,3
2253,GR,2007,m,unknown,1
2254,GR,2008,m,unknown,0
2255,GT,2008,m,unknown,0
2256,GU,2008,m,unknown,0
2257,GY,2008,m,unknown,0
2258,HK,2008,m,unknown,0
2259,HN,2008,m,unknown,0
2260,HR,2005,m,unknown,0
2261,HR,2006,m,unknown,0
2262,HR,2008,m,unknown,0
2263,HT,2008,m,unknown,0
2264,HU,2005,m,unknown,0
2265,HU,2006,m,unknown,0
2266,HU,2007,m,unknown,0
2267,HU,2008,m,unknown,0
2268,ID,2008,m,unknown,0
2269,IE,2005,m,unknown,0
2270,IE,2006,m,unknown,1
2271,IE,2007,m,unknown,0
2272,IE,2008,m,unknown,0
2273,IL,2005,m,unknown,0
2274,IL,2006,m,unknown,0
2275,IL,2007,m,unknown,0
2276,IL,2008,m,unknown,0
2277,IQ,2008,m,unknown,0
2278,IR,2008,m,unknown,0
2279,IS,2005,m,unknown,0
2280,IS,2006,m,unknown,0
2281,IS,2007,m,unknown,0
2282,IS,2008,m,unknown,0
2283,IT,2005,m,unknown,24
2284,IT,2006,m,unknown,19
2285,IT,2007,m,unknown,11
2286,IT,2008,m,unknown,5
2287,JM,2008,m,unknown,2
2288,JO,2008,m,unknown,0
2289,JP,2008,m,unknown,0
2290,KE,2008,m,unknown,0
2291,KG,2005,m,unknown,0
2292,KI,2008,m,unknown,0
2293,KM,2008,m,unknown,0
2294,KN,2008,m,unknown,0
2295,KP,2008,m,unknown,0
2296,KR,2008,m,unknown,0
2297,KW,2008,m,unknown,0
2298,KZ,2005,m,unknown,0
2299,KZ,2007,m,unknown,0
2300,KZ,2008,m,unknown,0
2301,LB,2008,m,unknown,0
2302,LC,2008,m,unknown,0
2303,LR,2008,m,unknown,0
2304,LS,2008,m,unknown,0
2305,LT,2005,m,unknown,0
2306,LT,2006,m,unknown,0
2307,LT,2007,m,unknown,0
2308,LT,2008,m,unknown,0
2309,LU,2005,m,unknown,0
2310,LU,2006,m,unknown,0
2311,LU,2007,m,unknown,0
2312,LU,2008,m,unknown,0
2313,LV,2005,m,unknown,0
2314,LV,2006,m,unknown,0
2315,LV,2008,m,unknown,0
2316,LY,2008,m,unknown,0
2317,MA,2008,m,unknown,0
2318,MD,2005,m,unknown,0
2319,MD,2007,m,unknown,0
2320,MD,2008,m,unknown,0
2321,ME,2005,m,unknown,0
2322,ME,2007,m,unknown,1
2323,ME,2008,m,unknown,0
2324,MG,2008,m,unknown,0
2325,MH,2008,m,unknown,0
2326,MK,2005,m,unknown,1
2327,MK,2006,m,unknown,0
2328,MK,2007,m,unknown,0
2329,MK,2008,m,unknown,0
2330,ML,2008,m,unknown,0
2331,MO,2008,m,unknown,0
2332,MP,2008,m,unknown,0
2333,MT,2005,m,unknown,0
2334,MT,2006,m,unknown,0
2335,MT,2007,m,unknown,0
2336,MT,2008,m,unknown,0
2337,MU,2008,m,unknown,0
2338,MX,2008,m,unknown,0
2339,MY,2008,m,unknown,2
2340,NC,2008,m,unknown,0
2341,NL,2005,m,unknown,0
2342,NL,2006,m,unknown,0
2343,NL,2007,m,unknown,0
2344,NL,2008,m,unknown,0
2345,NO,2005,m,unknown,0
2346,NO,2006,m,unknown,0
2347,NO,2008,m,unknown,0
2348,NR,2008,m,unknown,0
2349,NZ,2008,m,unknown,0
2350,OM,2008,m,unknown,0
2351,PE,2008,m,unknown,0
2352,PF,2008,m,unknown,2
2353,PL,2005,m,unknown,0
2354,PL,2006,m,unknown,0
2355,PL,2007,m,unknown,0
2356,PL,2008,m,unknown,0
2357,PR,2008,m,unknown,0
2358,PS,2008,m,unknown,0
2359,PT,2005,m,unknown,5
2360,PT,2006,m,unknown,2
2361,PT,2007,m,unknown,0
2362,PT,2008,m,unknown,0
2363,PY,2008,m,unknown,4
2364,QA,2008,m,unknown,0
2365,RO,2005,m,unknown,4
2366,RO,2006,m,unknown,0
2367,RO,2008,m,unknown,0
2368,RS,2005,m,unknown,0
2369,RS,2006,m,unknown,1
2370,RS,2007,m,unknown,0
2371,RS,2008,m,unknown,0
2372,RU,2008,m,unknown,0
2373,SB,2008,m,unknown,0
2374,SC,2008,m,unknown,0
2375,SD,2008,m,unknown,0
2376,SE,2005,m,unknown,0
2377,SE,2006,m,unknown,0
2378,SE,2007,m,unknown,0
2379,SE,2008,m,unknown,0
2380,SG,2008,m,unknown,0
2381,SI,2005,m,unknown,0
2382,SI,2006,m,unknown,0
2383,SI,2007,m,unknown,0
2384,SI,2008,m,unknown,0
2385,SK,2005,m,unknown,0
2386,SK,2006,m,unknown,0
2387,SK,2007,m,unknown,0
2388,SK,2008,m,unknown,0
2389,SN,2008,m,unknown,0
2390,SV,2008,m,unknown,0
2391,SZ,2008,m,unknown,0
2392,TJ,2005,m,unknown,0
2393,TJ,2008,m,unknown,0
2394,TM,2005,m,unknown,0
2395,TM,2007,m,unknown,0
2396,TO,2008,m,unknown,0
2397,TR,2005,m,unknown,0
2398,TR,2006,m,unknown,0
2399,TR,2007,m,unknown,0
2400,TR,2008,m,unknown,0
2401,TT,2008,m,unknown,0
2402,TV,2008,m,unknown,0
2403,UA,2007,m,unknown,0
2404,UG,2008,m,unknown,0
2405,US,2008,m,unknown,0
2406,UY,2008,m,unknown,0
2407,UZ,2007,m,unknown,0
2408,VE,2008,m,unknown,0
2409,ZA,2008,m,unknown,0
2410,AD,2005,f,0 - 4,0
2411,AD,2006,f,0 - 4,0
2412,AD,2008,f,0 - 4,0
2413,AE,2008,f,0 - 4,0
2414,AL,2005,f,0 - 4,0
2415,AL,2006,f,0 - 4,0
2416,AL,2007,f,0 - 4,0
2417,AM,2005,f,0 - 4,0
2418,AM,2006,f,0 - 4,0
2419,AM,2007,f,0 - 4,0
2420,AM,2008,f,0 - 4,0
2421,AR,2008,f,0 - 4,5
2422,AT,2005,f,0 - 4,0
2423,AT,2006,f,0 - 4,1
2424,AZ,2005,f,0 - 4,2
2425,AZ,2006,f,0 - 4,0
2426,BA,2005,f,0 - 4,0
2427,BA,2006,f,0 - 4,0
2428,BA,2007,f,0 - 4,0
2429,BA,2008,f,0 - 4,0
2430,BB,2008,f,0 - 4,0
2431,BE,2005,f,0 - 4,1
2432,BE,2006,f,0 - 4,3
2433,BE,2008,f,0 - 4,2
2434,BG,2005,f,0 - 4,0
